Words,Tags
raised,VBD
"11,000",CD
barrels,NNS
"321,000",CD
launch,VB
Whiting,NNP
scheduled,VBN
brought,VBN
Esso,NNP
Exxon,NNP
Broken,NNP
Hill,NNP
Pty.,NNP
operate,VB
joint,JJ
venture,NN
started,VBD
Output,NN
gradually,RB
reaches,VBZ
reserves,NNS
Reserves,NNS
Perch,NNP
Dolphin,NNP
start,VB
producing,VBG
Seahorse,NNP
Tarwhine,NNP
1987,CD
excise,JJ
R.P.,NNP
Scherer,NNP
10.2,CD
Southern,NNP
Optical,NNP
subsidiary,NN
Thomas,NNP
Sloan,NNP
Following,VBG
buy-out,NN
Shearson,NNP
Lehman,NNP
Hutton,NNP
gelatin,NN
capsules,NNS
divest,VB
itself,PRP
certain,JJ
non-encapsulating,JJ
businesses,NNS
program,NN
White,NNP
Bush,NNP
duty-free,JJ
produced,VBN
quantities,NNS
Virgin,NNP
Islands,NNP
possessions,NNS
response,NN
petition,NN
Timex,NNP
changes,NNS
Generalized,NNP
Preferences,NNPS
denied,VBD
requested,VBD
covered,VBN
58,CD
tariff,NN
classifications,NNS
grant,VB
status,NN
categories,NNS
injury,NN
producer,NN
seller,NN
low-priced,JJ
battery-operated,JJ
assembled,VBN
Philippines,NNPS
preferences,NNS
main,JJ
beneficiaries,NNS
eligible,JJ
37.3,CD
aide,NN
Magna,NNP
McAlpine,NNP
Frank,NNP
Stronach,NNP
stepping,VBG
turn,VB
automotive-parts,JJ
manufacturer,NN
effort,NN
reduce,VB
overhead,NN
curb,VB
satisfactory,JJ
level,NN
achieved,VBN
maintained,VBN
Akerfeldt,NNP
finance,NN
An,DT
ambitious,JJ
expansion,NN
left,VBN
excess,JJ
load,NN
automotive,JJ
downturn,NN
despite,IN
steady,JJ
cut,VB
quarterly,JJ
dividend,NN
Class,NNP
wallowing,VBG
52-week,JJ
16.125,CD
Canadian,JJ
dollars,NNS
US$,$
13.73,CD
37.5,CD
C$,$
9.625,CD
founder,NN
controlling,VBG
shareholder,NN
seek,VB
unsuccessfully,RB
seat,NN
Parliament,NNP
resume,VB
influential,JJ
role,NN
running,VBG
throughout,IN
organization,NN
personally,RB
restructuring,NN
assisted,VBN
Manfred,NNP
Gingl,NNP
consulting,NN
career,NN
clients,NNS
Lord,NNP
Chilver,NNP
63-year-old,JJ
English,NNP
Clays,NNP
chemical,NN
nearly,RB
single-handedly,RB
bought,VBD
mortgage,NN
securities-based,JJ
totaling,VBG
701,CD
Mortgage,NNP
purchases,NNS
mortgage-based,JJ
instruments,NNS
Fannie,NNP
Mae,NNP
O.,NNP
Maxwell,NNP
conference,NN
90,CD
institutional,JJ
rest,NN
went,VBD
France,NNP
Hong,NNP
Kong,NNP
Earlier,RBR
snapped,VBD
similar,JJ
570,CD
mortgage-backed,JJ
put,VB
Blackstone,NNP
investment,NN
bank,NN
jointly,RB
Goldman,NNP
Sachs,NNP
Daiwa,NNP
Co,NNP
seven-year,JJ
offering,NN
fixed-rate,JJ
floating-rate,JJ
linked,VBN
London,NNP
interbank,NN
key,JJ
advantages,NNS
designed,VBN
eliminate,VB
prepayment,NN
forces,NNS
redeploy,VB
Second,JJ
channel,NN
payments,NNS
semiannual,JJ
reducing,VBG
burden,NN
addressing,VBG
extremely,RB
attractive,JJ
U.S,NNP
Such,JJ
boosted,VBD
900,CD
outstanding,JJ
rapid,JJ
purchasers,NNS
buying,VBG
2.4,CD
tenth,NN
issued,VBN
L.,NNP
Pate,NNP
54-year-old,JJ
oil,NN
expanding,VBG
14,CD
members,NNS
LTV,NNP
judge,NN
agreed,VBD
extend,VB
steel,NN
aerospace,NN
energy,NN
exclusive,JJ
file,VB
Bankruptcy,NNP
Code,NNP
giving,VBG
creditors,NNS
lawsuits,NNS
debts,NNS
giant,NN
Montedison,NNP
S.p.A.,NNP
Acquisition,NNP
indirect,JJ
37-a-share,JJ
tender,NN
Erbamont,NNP
incorporated,VBN
Netherlands,NNP
advertised,VBN
editions,NNS
expire,VB
November,NNP
72,CD
pursuant,JJ
gold,NN
currencies,NNS
drawing,VBG
hefty,JJ
1.82,CD
84.29,CD
Finance,NNP
marks,NNS
sixth,JJ
consecutive,JJ
protracted,JJ
reflects,VBZ
intensity,NN
Bank,NNP
yen-support,JJ
intervention,NN
June,NNP
currency,NN
temporarily,RB
surged,VBD
above,IN
150.00,CD
yen,NNS
announcement,NN
follows,VBZ
sharper,JJR
86.12,CD
Pick,VB
craze,NN
sweeping,JJ
rash,NN
closed-end,JJ
publicly,RB
traded,VBN
portfolios,NNS
invest,VB
stocks,NNS
single,JJ
24,CD
regulators,NNS
triple,JJ
Charles,NNP
E.,NNP
Simon,NNP
Washington-based,JJ
turf,NN
ranged,VBD
Chile,NNP
Austria,NNP
Portugal,NNP
Next,JJ
Philippine,JJ
capped,VBD
visit,NN
Corazon,NNP
Aquino,NNP
head,NN
kicked,VBD
Board,NNP
here,RB
province,NN
?,.
Anything,NN
how,WRB
Guinea,NNP
quips,VBZ
George,NNP
Foot,NNP
managing,VBG
partner,NN
Newgate,NNP
Management,NNP
Associates,NNPS
Northampton,NNP
Mass,NNP
explosion,NN
mirrors,VBZ
mania,NN
1920s,CD
narrowly,RB
focused,VBN
wildly,RB
popular,JJ
oblivion,NN
1929,CD
crash,NN
Unlike,IN
traditional,JJ
open-end,JJ
one-country,JJ
issuing,VBG
fixed,VBN
surge,NN
brings,VBZ
soon,RB
listed,VBN
account,NN
billions,NNS
People,NNS
claims,NNS
available,JJ
runs,VBZ
Michael,NNP
Porter,NNP
analyst,NN
Smith,NNP
Barney,NNP
Harris,NNP
Upham,NNP
Behind,IN
hoopla,NN
heavy-duty,JJ
As,IN
individual,JJ
scrambled,VBD
find,VB
brokers,NNS
easy,JJ
sell,VB
stretching,VBG
nets,NNS
wide,JJ
planners,NNS
often,RB
urge,VB
diversify,VB
hold,VB
smattering,NN
emerging,VBG
markets,NNS
outpaced,VBD
mature,VBP
Country,NNP
get,VB
taste,NN
burned,VBN
Political,JJ
gyrations,NNS
whipsaw,VB
Another,DT
prices,NNS
tend,VBP
swing,NN
broader,JJR
7,CD
Oct.,NNP
13,CD
instance,NN
plunged,VBD
clobbered,VBN
wild,JJ
frenzy,NN
historically,RB
fat,JJ
premiums,NNS
discount,NN
late,JJ
premium,NN
6,CD
reason,NN
Share,NN
climbed,VBD
partially,RB
specialists,NNS
European,JJ
skyrocketed,VBN
startling,JJ
targeted,VBN
long-term,JJ
play,VB
1992,CD
integration,NN
invested,VBN
jumped,VBD
'm,VBP
alarmed,VBN
see,VB
rich,JJ
valuations,NNS
newly,RB
fattened,VBN
reflect,VB
increasingly,RB
global,JJ
suggests,VBZ
Asia,NNP
Europe,NNP
foreign-stock,JJ
exposure,NN
resistant,JJ
viewpoint,NN
cast,NN
Nonetheless,RB
plenty,NN
analysts,NNS
aghast,JJ
lofty,JJ
levels,NNS
buy,VB
depositary,NN
receipts,NNS
ADRs,NNS
represent,VB
essentially,RB
insist,VBP
jumping,VBG
advice,NN
folks,NNS
party,NN
better,JJR
ready,JJ
quickly,RB
Soviet,JJ
Union,NNP
technical,JJ
talks,NNS
repayment,NN
Moscow,NNP
188,CD
pre-Communist,JJ
Russian,JJ
owed,VBN
Department,NNP
If,IN
repaid,VBN
clear,JJ
Soviets,NNPS
happen,VB
Coincident,JJ
permitted,VBN
branch,NN
Foreign,NNP
Economic,NNP
Affairs,NNP
crippled,VBN
unless,IN
settle,VB
lent,VBD
short-lived,JJ
democratic,JJ
Kerensky,NNP
Communists,NNPS
seized,VBN
1917,CD
1934,CD
Johnson,NNP
Debt,NNP
Default,NNP
Act,NNP
amended,VBN
Americans,NNPS
credit,NN
Monetary,NNP
U.S.S.R.,NNP
belongs,VBZ
neither,DT
pre-1917,JJ
stressed,VBD
pre-1933,JJ
satisfying,VBG
legal,JJ
obstacles,NNS
hundreds,NNS
millions,NNS
War,NNP
lend-lease,JJ
reflection,NN
leveling,VBG
manufactured,VBN
goods,NNS
failed,VBD
rise,NN
Meanwhile,RB
Purchasing,NNP
survey,NN
indicated,VBD
Its,PRP$
index,NN
47.6,CD
46,CD
Any,DT
reading,NN
sector,NN
generally,RB
purchasing,VBG
however,RB
Factories,NNS
booked,VBN
236.74,CD
236.79,CD
59.6,CD
defense,NN
contractors,NNS
fallen,VBN
2.1,CD
separate,JJ
ran,VBD
415.6,CD
significantly,RB
415.8,CD
Private,JJ
building,NN
activity,NN
adjusted,VBN
remove,VB
effects,NNS
usual,JJ
seasonal,JJ
patterns,NNS
inflation,NN
Kenneth,NNP
Mayland,NNP
economist,NN
Society,NNP
Cleveland,NNP
taper,VB
revive,VB
residential,JJ
pick,VB
slack,NN
asked,VBD
draw,VB
blank,JJ
measures,NNS
slowly,RB
payrolls,NNS
Reserve,NNP
industrial-production,JJ
Yet,RB
economists,NNS
predicting,VBG
slip,VB
recession,NN
cite,VBP
lack,NN
imbalances,NNS
provide,VB
warning,NN
signals,NNS
Inventories,NNS
watched,VBN
clues,NNS
Economists,NNS
buildup,NN
inventories,NNS
provoke,VB
cutbacks,NNS
lead,VB
front,NN
0.1,CD
conforms,VBZ
`,``
soft,JJ
landing,NN
Elliott,NNP
Platt,NNP
Donaldson,NNP
Lufkin,NNP
Jenrette,NNP
excessive,JJ
slowdown,NN
eases,VBZ
leading,VBG
nondurable,JJ
intended,VBN
0.3,CD
109.73,CD
climbing,VBG
0.9,CD
Orders,NNS
durable,JJ
0.2,CD
127.03,CD
3.9,CD
durable-goods,NNS
1.6,CD
234.4,CD
5.4,CD
Shipments,NNS
backlogs,NNS
unfilled,JJ
0.5,CD
497.34,CD
helped,VBD
strength,NN
Excluding,VBG
declined,VBD
accounts,NNS
191.9,CD
Berson,NNP
Bankers,NNPS
predicted,VBD
eventually,RB
boost,VB
single-family,JJ
homes,NNS
Spending,NN
private,JJ
nonresidential,JJ
99.1,CD
4.3,CD
88,CD
adjusting,VBG
change,NN
contrast,NN
McGraw-Hill,NNP
F.W.,NNP
Dodge,NNP
contracts,NNS
awarded,VBD
goverment,NN
counts,VBZ
renovation,NN
slowing,VBG
signaling,VBG
imminent,JJ
Bretz,NNP
association,NN
committee,NN
materials,NNS
Pitney,NNP
Bowes,NNP
Stamford,NNP
low,JJ
evidence,NN
export,NN
Only,RB
purhasing,NN
purchased,VBN
steeper,JJR
vendors,NNS
delivering,VBG
consider,VB
inflationary,JJ
pressures,NNS
abating,VBG
suppliers,NNS
handle,VB
delivery,NN
lengthen,VBP
provided,VBN
Each,DT
indicators,NNS
gauges,VBZ
difference,NN
reporting,VBG
improvement,NN
particular,JJ
worsening,VBG
polled,VBN
73,CD
import,NN
10,CD
acknowledging,VBG
trend,NN
suspect,VBP
going,VBG
Items,NNS
short,JJ
supply,NN
numbered,VBD
dozen,NN
included,VBD
newcomer,NN
milk,NN
powder,NN
odd,JJ
thing,NN
row,NN
shortage,NN
nonfat,JJ
blamed,VBD
dairy,NN
exceptionally,RB
coupled,VBN
quotas,NNS
Pamela,NNP
Sebastian,NNP
contributed,VBD
article,NN
Here,RB
seasonally,RB
manufacturers,NNS
Judging,VBG
Americana,NNS
Haruki,NNP
Murakami,NNP
Wild,NNP
Sheep,NNP
Chase,NNP
Kodansha,NNP
320,CD
18.95,CD
baby,NN
boomers,NNS
sides,NNS
lot,NN
novel,NN
texture,NN
entirely,RB
especially,RB
Characters,NNS
drink,NN
Salty,NNP
Dogs,NNS
whistle,VBP
Johnny,NNP
Goode,NNP
Bugs,NNP
Bunny,NNP
reruns,NNS
read,VB
Mickey,NNP
Spillane,NNP
talk,NN
Groucho,NNP
Harpo,NNP
worry,VBP
careers,NNS
broken,VBN
marriages,NNS
desultory,JJ
affairs,NNS
reader,NN
charm,NN
engaging,VBG
recognizing,VBG
buttoned-down,JJ
society,NN
contemporary,JJ
lore,NN
refreshing,JJ
author,NN
belong,VB
self-aggrandizing,JJ
we-Japanese,JJ
school,NN
writers,NNS
perpetuate,VBP
notion,NN
unique,JJ
unfathomable,JJ
outsiders,NNS
carries,VBZ
implicit,JJ
relations,NNS
think,VBP
nutty,JJ
plot,NN
rooted,VBN
reality,NN
imaginative,JJ
funny,JJ
disaffected,JJ
hard-drinking,JJ
nearly-30,JJ
hero,NN
snow,NN
search,NN
elusive,JJ
sheep,NN
star,NN
back,RB
behest,NN
sinister,JJ
erudite,JJ
mobster,NN
Stanford,NNP
degree,NN
tow,NN
prescient,JJ
girlfriend,NN
sassy,JJ
retorts,NNS
mark,NN
her,PRP$
anything,NN
docile,JJ
butterfly,NN
meets,VBZ
solicitous,JJ
Christian,NNP
chauffeur,NN
offers,VBZ
God,NNP
phone,NN
Man,NNP
sweet,JJ
roughhewn,JJ
figure,NN
wears,VBZ
else,RB
sheepskin,NN
40-year-old,JJ
sensation,NN
Norwegian,JJ
Wood,NNP
seems,VBZ
fluent,JJ
Beatles,NNP
lyrics,NNS
copies,NNS
published,VBN
youthful,JJ
Tokyo,NNP
brat,NN
pack,NN
dominating,VBG
best-seller,NN
charts,NNS
Their,PRP$
books,NNS
written,VBN
idiomatic,JJ
language,NN
usually,RB
carry,VB
dashes,NNS
Gotta,NNP
Have,VBP
Wa,NNP
Macmillan,NNP
339,CD
17.95,CD
baseball,NN
Nipponese,JJ
version,NN
call,VB
game,NN
describes,VBZ
mirror,VBP
fabled,JJ
virtues,NNS
harmony,NN
spirit,NN
ballplayers,NNS
player,NN
commitment,NN
practice,NN
image,NN
important,JJ
batting,NN
Polls,NNS
Giants,NNP
Tatsunori,NNP
Hara,NNP
humble,JJ
uncomplaining,JJ
obedient,JJ
soul,NN
male,JJ
symbol,NN
besuboru,FW
played,VBD
ball,NN
bat,NN
unrecognizable,JJ
Fans,NNS
politely,RB
foul,JJ
balls,NNS
stadium,NN
ushers,NNS
strike,NN
zone,NN
expands,VBZ
depending,VBG
size,NN
hitter,NN
ties,NNS
honorably,RB
sidestep,VB
shame,NN
defeat,NN
players,NNS
must,MD
abide,VB
strict,JJ
rules,NNS
conduct,NN
lives,NNS
always,RB
wear,VB
road,NN
amusing,JJ
chronicle,NN
rationed,VBN
fare,NN
enormous,JJ
sums,NNS
plate,NN
run,VB
Funny,JJ
Soho,NNP
228,CD
Katzenstein,NNP
petulant,JJ
complaint,NN
impudent,JJ
whom,WP
Sony,NNP
hosted,VBD
Luce,NNP
Fellowship,NNP
regret,NN
parties,NNS
sometimes,RB
supercilious,JJ
vicious,JJ
passages,NNS
invades,VBZ
mundane,JJ
aspects,NNS
regimented,JJ
employees,NNS
assigned,VBN
lunch,NN
partners,NNS
austere,JJ
dormitory,NN
prying,JJ
caretaker,NN
Some,DT
observations,NNS
style,NN
salarymen,NNS
unproductive,JJ
overtime,NN
sake,NN
solidarity,NN
hierarchical,JJ
assistant,NN
chary,JJ
letting,VBG
young,JJ
employee,NN
responsibility,NN
enormously,RB
frustrating,JJ
science,NN
raring,JJ
invent,VB
Walkman,NNP
ultimately,RB
lesson,NN
fired,VBN
committed,VBN
social,JJ
crime,NN
appointment,NN
venerable,JJ
Akio,NNP
Morita,NNP
never,RB
certainly,RB
learned,VBD
something,NN
Ms.,NNP
Kirkpatrick,NNP
deputy,NN
editorial,NN
features,NNS
corners,NNS
globe,NN
becoming,VBG
tobacco,NN
smoke,NN
Singapore,NNP
entering,VBG
restaurants,NNS
stores,NNS
sports,NNS
centers,NNS
Discos,NNS
clubs,NNS
exempt,JJ
smoking,NN
bars,NNS
except,IN
hours,NNS
bans,NNS
theaters,NNS
elevators,NNS
hospitals,NNS
fast-food,NN
Siti,NNP
Zaharah,NNP
Sulaiman,NNP
minister,NN
prime,JJ
No-Smoking,NNP
Week,NNP
Mara,NNP
Kuala,NNP
Lumpur,NNP
urged,VBD
on-campus,JJ
visiting,VBG
"26,000",CD
stalls,NNS
posters,NNS
signboards,NNS
restricts,VBZ
designated,VBN
indicates,VBZ
consumers,NNS
materialistic,JJ
carried,VBD
Backer,NNP
Spielvogel,NNP
Bates,NNP
agency,NN
colony,NN
feel,VBP
pressured,JJ
surveyed,VBN
espouse,VBP
identified,VBN
one-third,NN
great,JJ
deal,NN
stress,NN
Thai,NNP
cabinet,NN
endorsed,VBN
Pramual,NNP
Sabhavasu,NNP
proposal,NN
build,VB
center,NN
"20,000",CD
Bangkok,NNP
Central,NNP
Plaza,NNP
Hotel,NNP
balked,VBD
conditions,NNS
undertaking,VBG
necessary,JJ
Yasser,NNP
Arafat,NNP
Olympic,NNP
Committee,NNP
asking,VBG
Palestinian,JJ
Palestine,NNP
Liberation,NNP
Organization,NNP
WAFA,NNP
membership,NN
1979,CD
renewed,VBN
application,NN
PLO,NNP
organizations,NNS
win,VB
Health,NNP
Tourism,NNP
Beijing,NNP
food-shop,JJ
mainland,NN
Chinese,JJ
AIDS,NNP
sex,NN
Daily,NNP
man,NN
disease,NN
hospital,NN
tests,NNS
Once,RB
confirmed,VBD
associates,NNS
family,NN
tested,VBN
newspaper,NN
chaotic,JJ
life,NN
Polish,JJ
charges,NNS
150,CD
gas,NN
PAP,NNP
unrealistically,RB
line,NN
compensate,VB
coal,NN
happier,JJR
establishing,VBG
diplomatic,JJ
Poland,NNP
loans,NNS
financially,RB
strapped,VBN
Warsaw,NNP
victory,NN
environmentalists,NNS
Hungary,NNP
parliament,NN
terminated,VBD
multibillion-dollar,JJ
River,NNP
Danube,NNP
dam,NN
Austrian,JJ
Nagymaros,NNP
twinned,VBN
upstream,RB
Czechoslovakia,NNP
ending,VBG
authorized,VBD
Prime,NNP
Miklos,NNP
Nemeth,NNP
modify,VB
environmental,JJ
damage,NN
twin,JJ
dams,NNS
planned,VBN
twindam,NN
Czech,JJ
ca,MD
operated,VBN
solely,RB
peak,NN
periods,NNS
painting,NN
Strindberg,NNP
Scandinavian,JJ
Stockholm,NNP
2.44,CD
Lighthouse,NNP
painted,VBN
oils,NNS
playwright,NN
1901,CD
weddings,NNS
upturn,NN
"6,000",CD
couples,NNS
exchanging,VBG
rings,NNS
national,JJ
statistics,NNS
"271,124",CD
"400,000",CD
1972,CD
BRAMALEA,NNP
85.1,CD
10.5,CD
debentures,NNS
due,JJ
1999,CD
"100,000",CD
bond,NN
warrants,NNS
Toronto-based,JJ
real,JJ
estate,NN
warrant,NN
entitles,VBZ
holder,NN
"1,000",CD
par,NN
accrued,VBN
date,NN
swapped,VBN
Lead,JJ
underwriters,NNS
Scotia,NNP
McLeod,NNP
RBC,NNP
Dominion,NNP
dealers,NNS
Bramalea,NNP
actor,NN
Lane,NNP
inheritor,NN
Charlie,NNP
Chaplin,NNP
Steve,NNP
Martin,NNP
laid,VBN
claim,NN
writer,NN
obsessed,VBN
refitting,VBG
Little,NNP
Tramp,NNP
1976,CD
film,NN
student,NN
Purchase,NNP
campus,NN
shot,NN
Place,NN
36-minute,JJ
black-and-white,JJ
sketch,NN
artist,NN
streets,NNS
revived,VBN
Artist,NNP
full-length,JJ
Sidewalk,NNP
Stories,NNP
poignant,JJ
piece,NN
modern-day,JJ
tramp,NN
Of,IN
contained,VBD
dialogue,NN
homeless,JJ
person,NN
really,RB
silent,JJ
Composer,NN
Marc,NNP
Marder,NNP
college,NN
friend,NN
earns,VBZ
living,VBG
playing,VBG
double,JJ
bass,NN
classical,JJ
music,NN
ensembles,NNS
prepared,VBN
exciting,JJ
eclectic,JJ
score,NN
characters,NNS
thinking,VBG
feeling,NN
precisely,RB
intertitles,NNS
words,NNS
Much,JJ
takes,VBZ
highly,RB
romanticized,VBN
view,NN
good-hearted,JJ
Filmed,VBN
lovely,JJ
black,JJ
white,JJ
Bill,NNP
Dill,NNP
seem,VBP
benign,JJ
women,NNS
walk,VB
purpose,NN
noticing,VBG
jostle,VBP
cabs,NNS
hangs,VBZ
Greenwich,NNP
Village,NNP
strip,NN
Sixth,NNP
Avenue,NNP
populated,VBN
jugglers,NNS
magicians,NNS
good-natured,JJ
hustlers,NNS
crack,VB
dead-eyed,JJ
selling,VBG
four-year-old,JJ
Cosmopolitan,NNP
curled,VBD
cardboard,NN
box,NN
routine,JJ
spends,VBZ
sketching,VBG
passers-by,NNS
night,NN
returns,NNS
condemned,VBN
calls,VBZ
His,PRP$
skirmishes,NNS
competing,VBG
carefree,JJ
given,VBN
blind,JJ
girl,NN
cure,VB
Lights,NNP
charge,NN
returning,VBG
two-year-old,JJ
waif,NN
Nicole,NNP
Alysia,NNP
murdered,VBN
thugs,NNS
mother,NN
cute,JJ
child,NN
turns,VBZ
blessing,NN
curse,NN
sense,NN
alerts,VBZ
serious,JJ
inadequacy,NN
vagrant,JJ
beds,NNS
Bowery,NNP
Mission,NNP
drearier,RBR
tuck,VB
To,TO
stakes,NNS
dreamed,VBD
improbable,JJ
romance,NN
woman,NN
children,NNS
shop,NN
expensive,JJ
high-rise,JJ
apartment,NN
resonate,VB
strongly,RB
camera,NN
behind,IN
final,JJ
glamorize,VB
vagabond,NN
existence,NN
ends,VBZ
sound,NN
street,NN
whimsical,JJ
enviable,JJ
rough,JJ
beaten,VBN
voices,NNS
French,JJ
Claude,NNP
Chabrol,NNP
managed,VBN
weird,JJ
achievement,NN
Story,NNP
Women,NNP
harsh,JJ
brilliant,JJ
picture,NN
captivating,JJ
character,NN
viewed,VBN
sympathetic,JJ
angle,NN
disagreeable,JJ
Marie-Louise,NNP
Giraud,NNP
historical,JJ
significance,NN
executed,VBN
Vichy,NNP
hypocrisy,NN
collaborated,VBD
Germans,NNPS
thousands,NNS
Resistance,NNP
fighters,NNS
Jews,NNPS
needed,VBN
diversionary,JJ
symbolic,JJ
traitor,NN
small-time,JJ
abortionist,NN
accidentally,RB
enabled,VBD
jam,NN
cocoa,NN
war-rationed,JJ
goodies,NNS
untrained,JJ
botched,VBN
job,NN
killed,VBN
client,NN
Her,PRP$
remorse,NN
shallow,JJ
playful,JJ
dreadful,JJ
war-damaged,JJ
husband,NN
openly,RB
lover,NN
presented,VBN
thin-lipped,JJ
Isabelle,NNP
Huppert,NNP
Marie,NNP
Latour,NNP
nice,JJ
deserve,VBP
chopped,VBN
recommend,VB
Old,NNP
Gringo,NNP
confused,VBN
rendering,VBG
Fuentes,NNP
Mexican,JJ
Revolution,NNP
Most,JJS
taken,VBN
endless,JJ
scenes,NNS
fighting,VBG
eating,VBG
drinking,NN
celebrate,VB
mention,VB
movies,NNS
bright,JJ
spot,NN
Peck,NNP
marvelously,RB
loose,JJ
energetic,JJ
portrayal,NN
die,VB
Video,NNP
Tip,NNP
Before,IN
seeing,VBG
look,VB
finest,JJS
Boeing,NNP
discussing,VBG
plans,NNS
regular,JJ
possibly,RB
larger,JJR
767,CD
twin-jet,NN
discussions,NNS
stages,NNS
specific,JJ
Seattle,NNP
Kawasaki,NNP
Heavy,NNP
Industries,NNPS
Mitsubishi,NNP
Fuji,NNP
sections,NNS
accounting,NN
aircraft,NN
press,NN
speculated,VBD
contribution,NN
goes,VBZ
ahead,RB
plane,NN
hit,VBD
mid-1990s,NNS
negative,JJ
secondary,JJ
campaigns,NNS
event,NN
irony,NN
attack,NN
commercial,JJ
getting,VBG
presidential,JJ
campaign,NN
off-off,JJ
election,NN
contests,NNS
scattered,VBN
across,IN
ads,NNS
hostility,NN
fears,NNS
mudslinging,NN
empty,JJ
issues,NNS
ushering,VBG
era,NN
content,NN
Napolitan,NNP
stirrings,NNS
politics,NNS
dawn,NN
sometimes-tawdry,JJ
art,NN
stage,NN
consultant,NN
your,PRP$
TV,NN
needs,VBZ
bold,JJ
entertaining,JJ
means,VBZ
confrontational,JJ
truthful,JJ
fights,NNS
Take,VB
commercials,NNS
tone,NN
elections,NNS
Jersey,NNP
Virginia,NNP
screen,NN
fills,VBZ
tight,JJ
facial,JJ
Dinkins,NNP
Democratic,JJ
candidate,NN
mayor,NN
income,NN
straight,JJ
disembodied,JJ
voice,NN
Republican,NNP
Giuliani,NNP
Roger,NNP
Ailes,NNP
master,NN
gets,VBZ
contributions,NNS
accurately,RB
hid,VBD
links,NNS
insurance,NN
convicted,VBN
kidnapper,NN
phony,JJ
kicker,NN
Why,WRB
wait,VB
caught,VBN
Nasty,JJ
innuendoes,NNS
Siegal,NNP
prosecute,VB
corruption,NN
simply,RB
exist,VB
Stung,VBN
consultants,NNS
Shrum,NNP
Doak,NNP
finally,RB
unleashed,VBD
shows,VBZ
distorted,JJ
photos,NNS
politicians,NNS
Compare,VB
candidates,NNS
One,CD
banning,VBG
cop-killer,JJ
bullets,NNS
opposed,VBN
pro-choice,JJ
choose,VB
Who,WP
telling,VBG
truth,NN
Everybody,NN
nobody,NN
classic,JJ
situation,NN
accurate,JJ
fail,VB
insists,VBZ
voluntarily,RB
admitted,VBN
oversight,NN
secret,JJ
Campaign,NNP
refused,VBD
"95,142",CD
matching,VBG
incomplete,JJ
errors,NNS
know,VB
get-out-the-vote,JJ
kidnapping,NN
Peter,NNP
Powers,NNP
deceptive,JJ
side,NN
argues,VBZ
knows,VBZ
reservations,NNS
Lt.,NNP
Gov.,NNP
Wilder,NNP
gubernatorial,JJ
battle,NN
Marshall,NNP
Coleman,NNP
abortion,NN
Greer,NNP
persuasion,NN
agree,VB
tour,NN
de,NNP
Against,IN
Monticello,NNP
superimposed,VBN
flag,NN
tradition,NN
freedom,NN
liberty,NN
Virginians,NNPS
nurtured,VBN
generations,NNS
statue,NN
Jefferson,NNP
dissolves,VBZ
wanted,VBD
rape,NN
incest,NN
denies,VBZ
dynamics,NNS
transforming,VBG
referendum,NN
attorney,NN
series,NN
advertisements,NNS
created,VBN
Bob,NNP
Goodman,NNP
shake,VB
attracted,VBD
counterattack,NN
featured,VBD
close-up,NN
